Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,22 Pourcentage aux exprimés
67,BAS-RHIN,8,92744,50184,49178,1006,"54,11%",F,GSELL,CATHERINE,LUTTE OUVRIÈRE,EXG,273,N,F,BAHL,CATHERINE,ASSOCIATION DES OBJECTEURS DE CROISSANCE - PARTI POUR LA DÉCROISSANCE,EXG,7,N,F,CHARRET,SÉVERINE,FRONT DE GAUCHE,FDG,870,N,F,HABERMACHER,NICOLE,PARTI SOCIALISTE,SOC,8648,N,F,TORRENT,PERRINE,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,812,N,M,SIBLER,ALPHONSE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,946,N,M,REISS,FRÉDÉRIC,UNION POUR UN MOUVEMENT POPULAIRE,UMP,26380,N,F,FERRARI,LAURE,DEBOUT LA RÉPUBLIQUE,DVD,780,N,F,GARNIER,DIANA,RASSEMBLEMENT BLEU MARINE,FRN,10100,N,M,ASCHEBERG,PASCAL,PARTI PIRATE,DIV,362,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BAS-RHIN,9,88326,47713,47022,691,"54,02%",M,DELAYE,JEAN-MICHEL,PARTI OUVRIER INDÉPENDANT,EXG,467,N,M,DIZDAREVIC,GEORGES,LUTTE OUVRIÈRE,EXG,1211,N,M,CLAUS,JEAN-MARC,FRONT DE GAUCHE,FDG,447,N,F,CHABOD,CLARISSE,PARTI SOCIALISTE,SOC,229,N,F,WERCKMANN,FRANÇOISE,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,8437,N,F,THOMAS,NICOLE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,0,O,M,MARKERT,ARNAUD,PARTI CHRÉTIEN-DÉMOCRATE,DVD,124,N,M,STURNI,CLAUDE,DIVERS DROITE,DVD,11906,O,M,ALTHERR,JEAN-CLAUDE,RASSEMBLEMENT BLEU MARINE,FRN,75,N,M,LUDWIG,FRANÇOIS,PARTI PIRATE,DIV,14042,N,M,DIARI,MOUNIR,DIVERS,DIV,9196,N,M,MEYER,BENOÎT,DIVERS,DIV,888,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,1,74093,41472,40933,539,"55,97%",M,SCHAFFAR,GILLES,LUTTE OUVRIÈRE,EXG,163,N,M,PETERSCHMITT,GUY,FRONT DE GAUCHE,FDG,659,N,F,VALENTIN,VICTORINE,PARTI SOCIALISTE,SOC,9005,O,M,HILBERT,FRÉDÉRIC,ECOLOGISTE,ECO,1241,N,M,BADARIOTTI,FABIEN,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,357,N,M,BAUMULLER,YVES,LE CENTRE POUR LA FRANCE,MODEM,521,N,M,STRAUMANN,ERIC,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14495,O,M,MEYER,GILBERT,UMP DISSIDENT,DVD,7739,N,M,GAUBIER,MAURICE,ALLIANCE ROYALE,DVD,84,N,M,COLLARD,FRÉDÉRIC,DEBOUT LA RÉPUBLIQUE,DVD,309,N,M,WISS,VINCENT,RASSEMBLEMENT BLEU MARINE,FRN,5375,N,M,WALTER,ANTOINE,PARTI PIRATE,DIV,985,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,2,91139,51910,51074,836,"56,96%",F,SPRINGAUX,MYRIAM,LUTTE OUVRIÈRE,EXG,297,N,M,CERIANI,ANTOINE,PARTI POUR LA DÉCROISSANCE - MOC,EXG,242,N,M,BUECHER,GUY,FRONT DE GAUCHE,FDG,1264,N,M,BECKER,FABIEN,SOCIALISTE DISSIDENT,DVG,4673,N,M,STOLL,HENRI,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,10801,O,M,CHRIST,JEAN-LOUIS,UNION POUR UN MOUVEMENT POPULAIRE,UMP,23454,O,F,ROUSSEAU,MICHELLE,DEBOUT LA RÉPUBLIQUE,DVD,456,N,F,ABRAHAM,JULIA,RASSEMBLEMENT BLEU MARINE,FRN,9887,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,3,83583,46309,45638,671,"55,4%",M,FERRY,GÉRAUD,LUTTE OUVRIÈRE,EXG,231,N,F,ENGGASSER,GENEVIÈVE,FRONT DE GAUCHE,FDG,1793,N,M,WAECHTER,ANTOINE,EUROPE-ECOLOGIE-LES VERTS,ECO,4802,N,M,DELMOND,MAX,CAP 21,ECO,4230,N,M,KOCH,JEAN-LUC,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,863,N,F,DELAUNAY-HARTEMANN,ALEXANDRA,LE CENTRE POUR LA FRANCE,MODEM,739,N,M,REITZER,JEAN-LUC,UNION POUR UN MOUVEMENT POPULAIRE,UMP,25010,N,M,KOEGLER,ALAIN,DIVERS DROITE,DVD,1861,N,F,FAESCH,STÉPHANIE,RASSEMBLEMENT BLEU MARINE,FRN,6109,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,4,99189,56242,55183,1059,"56,7%",M,SENSE,AIMÉ,LUTTE OUVRIÈRE,EXG,439,N,M,HOLLER,CLAUDE,GAUCHE ALTERNATIVE 2012,EXG,855,N,F,PETER-LANTZ,NADIA,FRONT DE GAUCHE,FDG,1557,N,M,HOME,ANTOINE,PARTI SOCIALISTE,SOC,15107,O,M,SORDI,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,24978,O,M,BIONDI,RAOUL,RASSEMBLEMENT BLEU MARINE,FRN,11848,N,M,ELBEL,XAVIER,SOLIDARITÉ ET PROGRÈS,DIV,399,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,5,78848,41537,40836,701,"52,68%",M,WOSTYN,JULIEN,LUTTE OUVRIÈRE,EXG,181,N,M,DUSE,VINCENT,NOUVEAU PARTI ANTICAPITALISTE,EXG,138,N,F,PARMENTIER,ALINE,FRONT DE GAUCHE,FDG,856,N,M,FREYBURGER,PIERRE,PARTI SOCIALISTE,SOC,13802,O,M,FAUDOT,BASTIEN,MOUVEMENT RÉPUBLICAIN ET CITOYEN,DVG,182,N,F,SONZOGNI,DJAMILA,EUROPE-ECOLOGIE-LES VERTS,ECO,1381,N,F,SUAREZ,EMMANUELLE,LE CENTRE POUR LA FRANCE,MODEM,874,N,F,GROSSKOST,ARLETTE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16288,O,F,FOLLIOT,MARIE-PAULE,ALLIANCE ROYALE,DVD,115,N,M,DE DANNE,LUDOVIC,RASSEMBLEMENT BLEU MARINE,FRN,6845,N,M,WERTENSCHLAG,JEAN-LUC,DIVERS,DIV,174,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,6,92482,48041,47082,959,"51,95%",F,MULOT,NATHALIE,LUTTE OUVRIÈRE,EXG,300,N,M,BOUCENNA,ABDEL-MAJID,GAUCHE ALTERNATIVE 2012,EXG,375,N,M,STRAUEL,HUBERT,FRONT DE GAUCHE,FDG,1331,N,F,SCHMIDLIN-BEN M'BAREK,MALIKA,PARTI SOCIALISTE,SOC,12394,O,M,BOITELLE,LAURENT,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,1694,N,M,BASCHUNG,RÉGIS,LE CENTRE POUR LA FRANCE,MODEM,828,N,M,HILLMEYER,FRANCIS,NOUVEAU CENTRE,NouvC,17417,O,F,PICO,SANDRINE,ALLIANCE ROYALE,DVD,91,N,M,CHEVALIER-ROCH,NICOLAS,DEBOUT LA RÉPUBLIQUE,DVD,648,N,F,BINDER,MARTINE,RASSEMBLEMENT BLEU MARINE,FRN,11859,O,M,GODINOT,CYPRIEN,SOLIDARITÉ ET PROGRÈS,DIV,145,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,1,68147,37560,37268,292,"55,12%",F,PERNIN,MARIE-CHRISTINE,LUTTE OUVRIÈRE,EXG,160,N,F,MEBTOUCHE,NOURA,PARTI POUR LA DÉCROISSANCE,EXG,0,N,F,LANHER,CLAUDE,FRONT DE GAUCHE,FDG,2137,N,M,BRAILLARD,THIERRY,PARTI RADICAL DE GAUCHE,PRG,9843,O,M,MEIRIEU,PHILIPPE,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,6844,N,M,PASCO-VIEL,EMMANUEL,CAP 21,ECO,304,N,F,TEFFAHI,RACHEL,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,213,N,F,MAURY,FLORENCE,LE CENTRE POUR LA FRANCE,MODEM,940,N,M,HAVARD,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,11709,O,M,BLIN,GAUTHIER,LYON DIVERS DROITE (SOUTIEN PCD ET MPF),DVD,631,N,F,GIRERD,MAGUY,DEBOUT LA RÉPUBLIQUE,DVD,213,N,M,MORIN,ANDRÉ,RASSEMBLEMENT BLEU MARINE,FRN,3859,N,M,LEIGNADIER-PARADON,JÉRÔME,PARTI PIRATE,DIV,316,N,M,BEILS,ANTOINE,SOLIDARITÉ ET PROGRÈS,DIV,99,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,2,74893,43606,43337,269,"58,22%",F,COUZON,ARLETTE,LUTTE OUVRIÈRE,EXG,135,N,M,CROS,FABRICE,NOUVEAU PARTI ANTICAPITALISTE,EXG,199,N,M,CHEYNET,VINCENT,ECOLOGIE PACIFISME OBJECTION DE CROISSANCE,EXG,5,N,F,CHARMASSON-CREUS,ANNE,FRONT DE GAUCHE,FDG,3604,N,M,MUET,PIERRE-ALAIN,PARTI SOCIALISTE,SOC,16098,O,F,BAUME,EMELINE,EUROPE-ECOLOGIE-LES VERTS,ECO,3825,N,F,LEVY,FABIENNE,PARTI RADICAL,PRV,1109,N,M,HAMELIN,EMMANUEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,11020,O,M,BROLIQUIER,DENIS,LYON DIVERS DROITE,DVD,3066,N,F,DE SEREYS,BRIGITTE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,292,N,M,LIMOUSIN,CHRISTOPHE,MOUVEMENT POUR LA FRANCE,DVD,172,N,F,MARGAND,PATRICIA,ALLIANCE ROYALE,DVD,40,N,F,GELDREICH,MAUD,DEBOUT LA RÉPUBLIQUE,DVD,140,N,F,CHAUSSAT,BLANCHE,RASSEMBLEMENT BLEU MARINE,FRN,2922,N,F,FLUSIN,CLÉMENCE,SOLIDARITÉ ET PROGRÈS,DIV,102,N,M,GUYARD,NICOLAS,PARTI PIRATE,DIV,391,N,M,LANDROT,LUC,PARTI FÉDÉRALISTE EUROPÉEN,DIV,215,N,F,JUE,MARIANNE,SANS ÉTIQUETTE,DIV,2,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,3,70342,39681,39391,290,"56,41%",M,CHAMPION,GILLES,PARTI OUVRIER INDÉPENDANT,EXG,60,N,F,CHAMBON,ANNE-MARIE,LUTTE OUVRIÈRE,EXG,145,N,F,CHALONS,FRANÇOISE,GAUCHE ALTERNATIVE 2012,EXG,153,N,F,FERLET,ELENI,FRONT DE GAUCHE,FDG,2781,N,M,TOURAINE,JEAN-LOUIS,PARTI SOCIALISTE,SOC,15762,O,F,SOUVIGNET,MARTINE,MOUVEMENT RÉPUBLICAIN ET CITOYEN,DVG,199,N,F,DUBOT,FANNY,EUROPE-ECOLOGIE-LES VERTS,ECO,2420,N,M,CURINIER,ERIC,CAP 21,ECO,216,N,F,MIRA,VALÉRIE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,1,N,F,BOS,CÉLINE,LE CENTRE POUR LA FRANCE,MODEM,819,N,F,DAGORNE,LAURE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,10604,O,M,DULAC,MICHEL,CNIP,DVD,118,N,M,CAMINALE,MAXIME,LYON DIVERS DROITE,DVD,454,N,F,CHABANOLE,LAËTITIA,ALLIANCE RADICALE ET CENTRISTE,DVD,163,N,M,LAFOND,ERIC,CENTRE,DVD,677,N,M,JACQUEROUX,PATRICK,ALLIANCE ROYALE,DVD,41,N,F,DE CARBONNIERES,JEANNE,RASSEMBLEMENT BLEU MARINE,FRN,4365,N,F,AVENAS,MARINA,SOLIDARITÉ ET PROGRÈS,DIV,76,N,M,DIA,SAMMY,PARTI PIRATE,DIV,256,N,M,DONCOURT,PHILIPPE,RASSEMBLEMENT POUR L'INITIATIVE CITOYENNE,DIV,0,N,M,CHINAL,MARC,VAM (VOTER AM),DIV,81,N,,,,,,,,
69,RHONE,4,79524,46028,45712,316,"57,88%",M,DUDUKDJIAN,JEAN-NOËL,LUTTE OUVRIÈRE,EXG,155,N,M,BESSEAS,PIERRE-YVES,FRONT DE GAUCHE,FDG,2214,N,F,BRUGNERA,ANNE,PARTI SOCIALISTE,SOC,14862,O,M,HEMON,PIERRE,EUROPE-ECOLOGIE-LES VERTS,ECO,2427,N,F,TURCANO,SOPHIE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,235,N,M,PICOLET,BERTRAND,LE CENTRE POUR LA FRANCE,MODEM,1273,N,F,NACHURY,DOMINIQUE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,17355,O,M,MOUILLAC,THIERRY,LYON DIVERS DROITE,DVD,1360,N,F,PECH,ANNE-CLAIRE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,830,N,M,FOYARD,JEAN,ALLIANCE ROYALE,DVD,51,N,F,HUGON,NICOLE,RASSEMBLEMENT BLEU MARINE,FRN,4461,N,F,NININO,AURORE,SOLIDARITÉ ET PROGRÈS,DIV,107,N,F,DESLIENS,GWENDOLINE,PARTI PIRATE,DIV,382,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,5,80543,49525,49158,367,"61,49%",M,BUGNI,JIM,LUTTE OUVRIÈRE,EXG,0,N,F,CHIAVAZZA,VÉRONIQUE,FRONT DE GAUCHE,FDG,1945,N,M,DARNE,JACKY,PARTI SOCIALISTE,SOC,903,O,F,TOUTANT,VÉRONIQUE,EUROPE-ECOLOGIE-LES VERTS,ECO,2,N,F,PROUHET,KIM,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,14034,N,F,SAVOYE-DI SPIRITO,JOANNE,LE CENTRE POUR LA FRANCE,MODEM,5835,N,M,COCHET,PHILIPPE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,414,O,F,SARAFIAN,LOUISE,CNIP,DVD,0,N,M,BOUVAT,CYRILLE,RHÔNE DIVERS DROITE,DVD,2098,N,M,CHEVALIER,ALAIN,RASSEMBLEMENT BLEU MARINE,FRN,23486,N,M,EKOBE,ELEAZARD,MOMENT DAGIR,DIV,298,N,M,RUSDIKIAN,ERIC,RASSEMBLEMENT POUR L'INITIATIVE CITOYENNE,DIV,143,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,6,78362,41438,41029,409,"52,88%",F,LAINEZ,CLAIRE,LUTTE OUVRIÈRE,EXG,218,N,F,CANTON,DANIÈLE,NOUVEAU PARTI ANTICAPITALISTE,EXG,173,N,F,BOVE,SONIA,FRONT DE GAUCHE,FDG,3077,N,F,CROZON,PASCALE,PARTI SOCIALISTE,SOC,17448,O,M,MORLAND,VINCENT,EUROPE-ECOLOGIE-LES VERTS,ECO,2472,N,M,COLLINI,BERNARD-ARMAND,CAP 21,ECO,379,N,M,MEZIANI,ZAIR,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,169,N,F,HAZIZA,EMMANUELLE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,9971,O,F,CRUZ,ELVIRE,NOUVEAU CENTRE,NouvC,526,N,M,PONCET,STÉPHANE,RASSEMBLEMENT BLEU MARINE,FRN,6164,N,M,KAPELA,KU-BUKAKA,SOLIDARITÉ ET PROGRÈS,DIV,114,N,M,CLAUZEL,DAMIEN,PARTI PIRATE,DIV,318,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,7,64848,31796,31452,344,"49,03%",M,GUYON,STÉPHANE,LUTTE OUVRIÈRE,EXG,185,N,F,BERT,CHRISTIANE,NOUVEAU PARTI ANTICAPITALISTE,EXG,135,N,M,GENIN,BERNARD,FRONT DE GAUCHE,FDG,2844,N,F,GEOFFROY,HÉLÈNE,PARTI SOCIALISTE,SOC,12713,O,F,MERMOUD,FRANÇOISE,EUROPE-ECOLOGIE-LES VERTS,ECO,1074,N,M,TREFCON,MIKAEL,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,116,N,M,PENICAUD,FRANÇOIS-XAVIER,LE CENTRE POUR LA FRANCE,MODEM,916,N,M,COMPAN,YANN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,5459,O,F,ZAVARELLA,NATHALIE,CNIP,DVD,0,N,M,IFFOUZAR,MAXENCE,RHÔNE DIVERS DROITE,DVD,98,N,M,DEBIOL,JEAN-FRANÇOIS,"VALEUR D'INSPIRATION CHRÉTIENNE, SOCIALE, ÉCOLOGIQUE ET DIVERSITÉ",DVD,1880,N,M,ROGEZ,GABRIEL,DEBOUT LA RÉPUBLIQUE,DVD,249,N,M,BOUDOT,CHRISTOPHE,RASSEMBLEMENT BLEU MARINE,FRN,5326,N,M,DELORE,ROMAIN,PARTI PIRATE,DIV,145,N,M,AMSELLEM,DAVID,PARTI DU VOTE BLANC,DIV,140,N,M,BAUZA,GÉRALD,RASSEMBLEMENT POUR L'INITIATIVE CITOYENNE,DIV,0,N,M,VACHON,ALAIN,SANS ÉTIQUETTE,DIV,172,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,8,98429,60032,59484,548,"60,99%",M,DUVINAGE,CYRIL,LUTTE OUVRIÈRE,EXG,270,N,M,MORENO,LAURENT,FRONT DE GAUCHE,FDG,2364,N,F,MC CARRON,SHEILA,PARTI SOCIALISTE,SOC,16446,O,F,MUSA,SÉVERINE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,986,N,F,HOFFMANN,CHARLOTTE,LE CENTRE POUR LA FRANCE,MODEM,1684,N,M,VERCHERE,PATRICE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,28566,O,M,BERTIN-HUGAULT,PIERRE,DIVERS DROITE,DVD,402,N,M,BRUNET,RENAUD,DEBOUT LA RÉPUBLIQUE,DVD,607,N,M,MARTIN,PAUL-ALEXANDRE,RASSEMBLEMENT BLEU MARINE,FRN,8159,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,9,85945,49735,49234,501,"57,87%",F,HELLY,CHANTAL,LUTTE OUVRIÈRE,EXG,182,N,F,LEBAIL,DANIELLE,FRONT DE GAUCHE,FDG,2543,N,F,VIAL,DOMINIQUE,MOUVEMENT RÉPUBLICAIN ET CITOYEN,DVG,925,N,M,MEYER,VINCENT,EUROPE-ECOLOGIE-LES VERTS,ECO,12057,O,F,BARBIER,CAROLINE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,402,N,M,PERRUT,BERNARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18508,O,M,TOMCZAK,ROMAIN,CNIP,DVD,107,N,M,MIGUET,FRÉDÉRIC,DIVERS DROITE,DVD,5408,N,M,LÉVÊQUE,STÉPHANE,DEBOUT LA RÉPUBLIQUE,DVD,388,N,M,ROCHEDY,JULIEN,RASSEMBLEMENT BLEU MARINE,FRN,8714,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,10,89520,54622,54167,455,"61,02%",F,MIRGUET,ODILE,PARTI OUVRIER INDÉPENDANT,EXG,151,N,M,BOMPARD,GILLES,LUTTE OUVRIÈRE,EXG,128,N,F,TRONCIN,HÉLÈNE,FRONT DE GAUCHE,FDG,1860,N,F,PERRIN,FLORENCE,PARTI SOCIALISTE,SOC,14080,O,M,ROSSARY-LENGLET,GILLES,MOUVEMENT RÉPUBLICAIN ET CITOYEN,DVG,468,N,F,HARTMANN,VÉRONIQUE,EUROPE-ECOLOGIE-LES VERTS,ECO,2704,N,F,PETTINELLI,MICHÈLE,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,448,N,F,CHARVOLIN,SANDRINE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,0,N,M,CRIMIER,ROLAND,LE CENTRE POUR LA FRANCE,MODEM,3023,N,M,GUILLOTEAU,CHRISTOPHE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22175,O,F,DOMBRET-BIGOT,CHANTAL,CNIP,DVD,44,N,F,DECREPT,BÉATRICE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,45,N,M,BOUCHUT,FABRICE,DEBOUT LA RÉPUBLIQUE,DVD,846,N,F,MARION,AGNÈS,RASSEMBLEMENT BLEU MARINE,FRN,8195,N,F,BRUN,MICHÈLE,RASSEMBLEMENT POUR L'INITIATIVE CITOYENNE,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,11,85531,50807,50289,518,"59,4%",M,MINOUX,OLIVIER,LUTTE OUVRIÈRE,EXG,221,N,M,CASTRO,CHRISTIAN,NOUVEAU PARTI ANTICAPITALISTE,EXG,194,N,M,BALME,RENÉ,FRONT DE GAUCHE,FDG,4151,N,F,GAMERRE,FRANCE,PARTI RADICAL DE GAUCHE (SOUTIEN PS),PRG,9031,N,M,PALLUY,GUY,SOCIALISTE DISSIDENT,DVG,6080,N,M,KOHLHAAS,JEAN-CHARLES,EUROPE-ECOLOGIE-LES VERTS,ECO,1923,N,F,LEDDA,MARIE-LOUISE,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,370,N,M,LAURENT,PIERRE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,149,N,M,FENECH,GEORGES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14726,O,M,DURAND,RAYMOND,NOUVEAU CENTRE,NouvC,3964,N,F,HENRY,AGNÈS,RASSEMBLEMENT BLEU MARINE,FRN,9475,O,M,BACHAUD,YVAN,RASSEMBLEMENT POUR L'INITIATIVE CITOYENNE,DIV,5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,12,76167,45910,45577,333,"60,28%",F,FAURITE,CÉCILE,LUTTE OUVRIÈRE,EXG,148,N,M,DELEAZ,DANIEL,FRONT DE GAUCHE,FDG,2365,N,F,SECHAUD,JOËLLE,PARTI SOCIALISTE,SOC,14516,O,M,KRETZSCHMAR,CYRIL,EUROPE-ECOLOGIE-LES VERTS,ECO,1959,N,F,MARTINEZ,FLORIE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,238,N,M,ISAAC-SIBILLE,CYRILLE,LE CENTRE POUR LA FRANCE,MODEM,2324,N,M,TERROT,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,17827,O,M,GUILLON,ALAIN,CNIP,DVD,80,N,F,COATIVY,MURIEL,RASSEMBLEMENT BLEU MARINE,FRN,5526,N,M,COLLIN,JÉRÉMY,PARTI PIRATE,DIV,190,N,M,CHAUVIN,MATTHIEU,SOLIDARITÉ LIBERTÉ JUSTICE PAIX,DIV,404,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
