,Region Code,region,Year0,Score00,Surname00,Name00,Parti00,Score01,Surname01,Name01,Parti01,Year1,Score10,Surname10,Name10,Parti10,Score11,Surname11,Name11,Parti11,Year2,Score20,Surname20,Name20,Parti20,Score21,Surname21,Name21,Parti21,Year3,Score30,Surname30,Name30,Parti30,Score31,Surname31,Name31,Parti31,Excédent brut et revenu mixte,Salaires et traitements bruts,Cotisations sociales des salariés et des non-salariés,Impôts               ,Prestations en espèces,Autres (1),Revenu disponible brut,year,0 à 19 ans,20 à 39 ans,40 à 59 ans,60 à 74 ans,75 ans et plus,Total,gender
10,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3968.0,10892.0,1731.0,2277.0,5714.0,1624.0,18190.0,2007,693412,731643,776846,330449,154360,2686710,male
11,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3968.0,10892.0,1731.0,2277.0,5714.0,1624.0,18190.0,2007,661364,719202,785778,371649,281913,2819906,female
12,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,4047.0,11013.0,1769.0,2381.0,5910.0,1638.0,18458.0,2008,691107,725125,777576,339782,159631,2693221,male
13,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,4047.0,11013.0,1769.0,2381.0,5910.0,1638.0,18458.0,2008,657888,715084,788155,378165,288939,2828231,female
14,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3775.0,10916.0,1767.0,2319.0,6239.0,1528.0,18372.0,2009,687643,719535,775193,351803,163544,2697718,male
15,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3775.0,10916.0,1767.0,2319.0,6239.0,1528.0,18372.0,2009,653588,710475,788347,387327,293663,2833400,female
16,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3731.0,11103.0,1793.0,2374.0,6407.0,1511.0,18585.0,2010,683063,712723,771668,363169,168351,2698974,male
17,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3731.0,11103.0,1793.0,2374.0,6407.0,1511.0,18585.0,2010,650013,702750,785227,397258,298308,2833556,female
18,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3859.0,11544.0,1830.0,2502.0,6443.0,1544.0,19058.0,2011,681467,705903,767746,375543,172376,2703035,male
19,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3859.0,11544.0,1830.0,2502.0,6443.0,1544.0,19058.0,2011,647104,696099,782000,408190,302607,2836000,female
20,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3818.0,11616.0,1882.0,2691.0,6675.0,1440.0,18976.0,2012,677762,696507,768409,386584,177324,2706586,male
21,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3818.0,11616.0,1882.0,2691.0,6675.0,1440.0,18976.0,2012,644989,687181,783149,419165,307885,2842369,female
22,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3729.0,11812.0,1979.0,2824.0,6855.0,1433.0,19026.0,2013,675895,687757,766137,397375,181580,2708744,male
23,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3729.0,11812.0,1979.0,2824.0,6855.0,1433.0,19026.0,2013,641881,678840,781552,430175,311196,2843644,female
24,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3785.0,11897.0,2029.0,2881.0,6996.0,1421.0,19189.0,2014,673625,679837,763218,407208,185770,2709658,male
25,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3785.0,11897.0,2029.0,2881.0,6996.0,1421.0,19189.0,2014,640862,670138,778916,439968,315103,2844987,female
26,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3844.0,12021.0,2067.0,2923.0,7105.0,1358.0,19338.0,2015,671950,672558,757461,418365,190542,2710876,male
27,44,Grand Est,2017,"27                                                                                                                                                                                                                                                                                              ,78",LE PEN,Marine,FN,"20      ,72",MACRON,Emmanuel,LREM,2012,"28  ,60384714",SARKOZY,Nicolas,UMP,"23 ,27284962",HOLLANDE,François,PS,2007,"32,485302",SARKOZY,Nicolas,UMP,"20  ,75351772",ROYAL,Ségolène,PS,2002,"21  ,91911703",LE PEN,JEAN-MARIE,FN,"18,9985881",CHIRAC,JACQUES,UMP   ,3844.0,12021.0,2067.0,2923.0,7105.0,1358.0,19338.0,2015,639345,665117,773551,451757,318405,2848175,female
28,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4062.0,8439.0,1465.0,1853.0,5109.0,1357.0,15649.0,2002,624157,683948,718918,380865,192734,2600622,male
29,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4062.0,8439.0,1465.0,1853.0,5109.0,1357.0,15649.0,2002,594368,684661,740600,437756,328301,2785686,female
30,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4141.0,8590.0,1528.0,1930.0,5277.0,1371.0,15921.0,2003,626735,682617,733709,380243,198411,2621715,male
31,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4141.0,8590.0,1528.0,1930.0,5277.0,1371.0,15921.0,2003,596870,683554,757619,435140,336847,2810030,female
32,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4267.0,8844.0,1581.0,1988.0,5489.0,1467.0,16498.0,2004,631081,678869,746913,381474,203900,2642237,male
33,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4267.0,8844.0,1581.0,1988.0,5489.0,1467.0,16498.0,2004,601045,680027,773139,434568,345497,2834276,female
34,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4326.0,9304.0,1657.0,2098.0,5652.0,1480.0,17007.0,2005,635661,674782,761512,383258,210261,2665474,male
35,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4326.0,9304.0,1657.0,2098.0,5652.0,1480.0,17007.0,2005,605431,676238,789231,434689,355927,2861516,female
36,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4556.0,9682.0,1762.0,2176.0,6113.0,1558.0,17971.0,2006,640728,672451,774170,380466,218780,2686595,male
37,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4556.0,9682.0,1762.0,2176.0,6113.0,1558.0,17971.0,2006,609445,673901,806249,433409,365222,2888226,female
38,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4709.0,9914.0,1795.0,2216.0,6327.0,1682.0,18621.0,2007,645555,672449,778862,391476,224834,2713176,male
39,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4709.0,9914.0,1795.0,2216.0,6327.0,1682.0,18621.0,2007,613588,673731,811557,442664,372955,2914495,female
40,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4893.0,10140.0,1851.0,2333.0,6542.0,1720.0,19111.0,2008,649040,669794,778512,405220,230335,2732901,male
41,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4893.0,10140.0,1851.0,2333.0,6542.0,1720.0,19111.0,2008,617508,671728,812334,453999,382606,2938175,female
42,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4590.0,10068.0,1868.0,2280.0,6851.0,1625.0,18986.0,2009,652415,666010,777536,419569,236088,2751618,male
43,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4590.0,10068.0,1868.0,2280.0,6851.0,1625.0,18986.0,2009,620106,669493,811376,467512,388392,2956879,female
44,75,Nouvelle-Aquitaine,2017,"25                                                                                                                                                                                                                                                                                     ,12",MACRON,Emmanuel,LREM,"20  ,75",MÉLENCHON,Jean-Luc,LFI,2012,"33,22168332",HOLLANDE,François,PS,"24,18639117",SARKOZY,Nicolas,UMP,2007,"30 ,04467499",ROYAL,Ségolène,PS,"27  ,70062967",SARKOZY,Nicolas,UMP,2002,"22,80661566",CHIRAC,JACQUES,LR,"17   ,52652875",JOSPIN,LIONEL,PS    ,4619.0,10310.0,1906.0,2331.0,6985.0,1632.0,19309.0,2010,655557,663675,776595,432539,241260,2769626,male
